Evaluation of meta-llama/Meta-Llama-3-8B-Instruct

Prompts: 
 Definition_prompt: You are a cryptic crosswords expert. I will give you a clue. As you know, every clue has two parts: a definition and wordplay. Please extract the wordplay type from this clue.
Here is a list of all possible wordplay types, and their descriptions:
- anagram: An anagram is a word (or words) that, when rearranged, forms a different word or phrase.
    Example: Ms Reagan is upset by the executives (8)
    The answer: Managers

- hidden word: The answer is found in the clue itself, amongst other words.
    Example: Confront them in the tobacco store (6)          
    The answer: Accost

- double definition:  Clues contain two meanings of the same word.  The words may be pronounced differently, but must be spelt the same.
    Example: Footwear for pack animals (5)
    The answer: Mules

- container: One word is placed inside another (or outside another) to get the answer.
    Example: Curse about the Maori jumper (7)
    The answer: Sweater

- assemblage: The answer is broken up into smaller parts and each syllable or part is given a separate clue.  These separate clues are then put together into one clue.
    Example:  Brash gets a Prime Minister employment, but it’s drudgery (6,4)  
    The answer: Donkey work
Only output the wordplay type.
Clue: {clue}
The answer: {ans}
Output:
 
 Wordplay_prompt:You are a cryptic crosswords expert. I will give you a clue. As you know, every clue has two parts: a definition and wordplay. Please extract the wordplay type from this clue.
Here is a list of all possible wordplay types, and their descriptions:
- anagram: An anagram is a word (or words) that, when rearranged, forms a different word or phrase.
    Example: Ms Reagan is upset by the executives (8)
    The answer: Managers

- hidden word: The answer is found in the clue itself, amongst other words.
    Example: Confront them in the tobacco store (6)          
    The answer: Accost

- double definition:  Clues contain two meanings of the same word.  The words may be pronounced differently, but must be spelt the same.
    Example: Footwear for pack animals (5)
    The answer: Mules

- container: One word is placed inside another (or outside another) to get the answer.
    Example: Curse about the Maori jumper (7)
    The answer: Sweater

- assemblage: The answer is broken up into smaller parts and each syllable or part is given a separate clue.  These separate clues are then put together into one clue.
    Example:  Brash gets a Prime Minister employment, but it’s drudgery (6,4)  
    The answer: Donkey work
Only output the wordplay type.
Clue: {clue}
The answer: {ans}
Output:


Definition Accuracy: 0.0
Wordplay Accuracy: 0.235


Definition Responses



Wordplay Responses

Clue: Proposed name I don't change (9) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Standard offer of a choice of ends for Nottingham (8) | Wordplay: ['container'] | Response: container | ✅ 
Clue: Cuckoo making beastly noise (7) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Encouraging sign from sleepy land? (3) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Back in a short while (6) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Wear out an important part of a car (4) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Stipulations for academic periods (5) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: My virtue (8) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Sprite seen in hotel foyer (3) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Error concealed by city police (4) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: In Berlin, dainty girl (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Singer in first ENO Rigoletto (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Section of Norman arch is thrown into disorder? (9) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Soft cases used by opera violinists (7) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Begin to understand material one doesn't finish (6,2) | Wordplay: ['assemblage'] | Response: container | ❌ 
Clue: Tie up an awkward flower (7) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Uncommon sense in a German city (5) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Encouraging word for Charlie's predecessor (5) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Initiation that's suitable is in British Museum (7) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Family member doesn't start to let loose (5) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Province in actual centre of Germany (5) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Simple dish — not as snob ate in mess (5,2,5) | Wordplay: ['anagram'] | Response: container | ❌ 
Clue: Extremely desirable drug store (5) | Wordplay: ['assemblage'] | Response: container | ❌ 
Clue: Youngster swallows large part of tooth (4) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Lights finally low, central heating on, kiss and cuddle (6) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Scrub fork clean for a bit of breakfast (9) | Wordplay: ['anagram'] | Response: container | ❌ 
Clue: Burned remains after emptying secret store (5) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Loss of earnings shocking to Mexican (6,3) | Wordplay: ['anagram'] | Response: container | ❌ 
Clue:  Router sends digger round Bath (10) | Wordplay: ['container'] | Response: container | ✅ 
Clue: Smile, darling, although missing a tooth (7) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Saying little boy almost in shape for ice cream? (7) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: See blonde squirming: why is she red in the face? (9) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Portrait of animal so original (4,4) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Speak badly of drug, taken regularly in tiny amount (7) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Palladium, introducing old character, cut back (6) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: A couple of lines crossing everywhere (3,4) | Wordplay: ['assemblage'] | Response: container | ❌ 
Clue: Beatle's back in USSR, playing tricks (5) | Wordplay: ['anagram'] | Response: anagram | ✅ 
Clue: Check a Buddhist at regular intervals (5) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Worker occasionally draws injured people (10) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Break out with Toad's means of locomotion (10) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Trifling child (5) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Begin to deal with notice on deck (7) | Wordplay: ['assemblage'] | Response: container | ❌ 
Clue: In airport goddess replaces old Christian (8) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Stand for show again? (9) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Stop outside or go (6) | Wordplay: ['container'] | Response: container | ✅ 
Clue: Letters from schoolmaster never enforcing discipline (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Aspic possibly combined with pepper (8) | Wordplay: ['anagram'] | Response: container | ❌ 
Clue: Busts are terribly hard to grasp (8) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Introduce American drug, ignoring blood group (5,2) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: No fewer than fifty each in a test (not English) (2,5) | Wordplay: ['assemblage'] | Response: container | ❌ 
Clue: Strong feeling about large person fastening flies? (6) | Wordplay: ['container'] | Response: container | ✅ 
Clue: Financial supporter not available to back hairdressing product (5) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Lowest emotional point of commemoration: a dirge (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: The aim's to change a lack of belief in god (7) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Reveal temperature in Spanish city (3,2) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Again plan harvest around first of May (5) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Trade show open (4) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Unmarried man excited Chloe in pub (8) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: School prize went to son, finally (4) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Place to set free American skunk (7) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Only partially sanguine about money (6) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: One not allowing large headline (6) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: The French dine from feeding trough (6) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Rock walls enable repression (10) | Wordplay: ['container'] | Response: container | ✅ 
Clue: Timmy Thompson’s secret fantasy (4) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Don’t have to leave (2,7) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: In which to wash pot (4) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Provisional licence obtained? (9) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Like part of viewer’s money invested in Madrid team (7) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: English architect and landscape gardener known in Scotland (4) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Hat that’s extremely comfortable crossing northern lake (6) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Arab friend — European gets one for nothing (11) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Scotland’s own Foreign Department (3) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Ridiculous in a suit in the country (7) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Praise silent type, advancing initially into battle (11) | Wordplay: ['container'] | Response:  anagram | ❌ 
Clue: Make altogether disgusting (5) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: In getting up fast, I remedy fault (7) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Prepare vegetables and quickly see to baby (3,3,4) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Traditional accompaniments that are cut off (9) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Boat that leads the way for others? (7) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Useless worker endlessly about to finish cell extension (7) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Man I have heard on the radio (5) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Hoofed mammal in Kansas occasionally (3) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Mischievous goddess had some food (3) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Rescue dog losing tail (8) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Fish holding short stick in biannual event (8) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Compound kept by some Westerners (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Trade vehicles (7) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Some prefer a lion that's untamed (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: City offering what’s collected in box for down-and-outs (6) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Weapons found in farmstead (4) | Wordplay: ['hidden word'] | Response: container | ❌ 
Clue: For example, one / sort of anaesthetic (6) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Quieter part of distillery (7) | Wordplay: ['hidden word'] | Response: container | ❌ 
Clue: Sprinter, perhaps, allowed in running heat (7) | Wordplay: ['container'] | Response: container | ✅ 
Clue: Movable chair some used anywhere (5) | Wordplay: ['hidden word'] | Response: container | ❌ 
Clue: Change designation of item, an error partly reversed (6) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Proudly claim vessel carries spades (5) | Wordplay: ['container'] | Response: container | ✅ 
Clue: Maybe Tom from Warrington, one with a lingering happy expression (8,3) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Firm multiplied by showing work of Dickens (4,5) | Wordplay: ['assemblage'] | Response: container | ❌ 
Clue: Safe place to jump (5) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Certain about Chile’s capital being somewhere in the Andes (5) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: No tears about disloyalty (7) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Trinity right within you (5) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: This country is in ruin — am I biased? (7) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Come gallantly holding final letter (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Dairy product a girl takes in bed (7) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Put friend in the picture in a relaxed way (10) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Guy from Egypt he obliges (4) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Find beer possibly as favour (8) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Warm and moist — like some marine life? (6) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Thriving source of water (4) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Deep thought: odd state to beset one (10) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Monkey lives around borders of Kenya, to the west (4) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Passage which crosses river, ending in Idaho (6) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: A silencing word remains (3) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Just this for Latin scholar, with others hanging around (7) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Be sad for us in midst of glumness (5) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue:  Very harmful to take out city on Atlantic coast, American (11) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Geographical area in study with infestation by insect (6) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Surrounded by a fog, holding on to daughter (6) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Is jabbing American after somewhat cheeky expression of age (8) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Doctor locates legible astronomical reference (9,5) | Wordplay: ['anagram'] | Response: container | ❌ 
Clue: Suspends comments about post finally (5) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue:  Smashed single forehand? I'm not upset (2,4,8) | Wordplay: ['anagram'] | Response: container | ❌ 
Clue: Steep drop in price amended, then restated without right (9) | Wordplay: ['assemblage'] | Response: container | ❌ 
Clue: A story with beginning repeated is easily approached (7) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Boy with it turns, following effect of the moon? (5) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Relaxation involves identification of alternative holiday venue (6) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue:  Woman impresses youngster, eating a Mexican dish (9) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Material in patch in overalls (5) | Wordplay: ['hidden word'] | Response: container | ❌ 
Clue:  Trial in US city making the news (6) | Wordplay: ['container'] | Response: container | ✅ 
Clue: I very much refuse to consider weather indicator (6) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Historic city reduced in particular view of the past (10) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Despairing poet moving end of verse to earlier position (5) | Wordplay: ['assemblage'] | Response:  anagram | ❌ 
Clue: With pride, she loses in brawling (7) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Design on cent’s piece coined for particular occasion (5) | Wordplay: ['hidden word'] | Response: container | ❌ 
Clue: Server misses one playing pool game (5,4) | Wordplay: ['assemblage'] | Response: container | ❌ 
Clue: Learner in military group not exactly bright (5) | Wordplay: ['container'] | Response: hidden word | ❌ 
Clue: Might it be that sister? Poor nun in trouble! (8,7) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Under emotional pressure in past? (5) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Man, say, in Paisley (4) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Shrub with red or white flowers — unusually red alone (8) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Paraffin oil’s odd treatment for sore knee (8) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Rue eroticism that’s deviant and only superficially attractive (12) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Short word some feel bally son omitted to send back (12) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Bony eel takes cooking (8) | Wordplay: ['anagram'] | Response: anagram | ✅ 
Clue: Ate some shortbread in Edinburgh (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: New throne for queen, perhaps (6) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Former heads of our legal department (3) | Wordplay: ['assemblage'] | Response: hidden word | ❌ 
Clue: Fruity buns turn scorched on the outside? (8) | Wordplay: ['anagram'] | Response: container | ❌ 
Clue: Mop of hair caught up in extractor fan (4) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Record kept by Crusoe, divided up (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: I rent, poor and lazy (5) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Attack and steal from boy (3) | Wordplay: ['double definition'] | Response: anagram | ❌ 
Clue: Some discontent on gallant island nation (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Heavy trampolinist? (7) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: US president plying heroes with wine (10) | Wordplay: ['anagram'] | Response: anagram | ✅ 
Clue: Frank having credit renewed (6) | Wordplay: ['anagram'] | Response: container | ❌ 
Clue: Out of order, nameless traders (8) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: American entering Malayan kingdom (4) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Sang with partner? Awful deed: tut! (7) | Wordplay: ['anagram'] | Response: hidden word | ❌ 
Clue: Biblical character appearing in thesaurus (4) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Widespread and rank (7) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Behave like a twister in a gale (4) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Some celeb at home somewhere in Somerset (4) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Female occupying barn or mansion (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Legendary marksman’s order (4) | Wordplay: ['double definition'] | Response: anagram | ❌ 
Clue: Walked in shallow water, or rowed in boat (7) | Wordplay: ['double definition'] | Response: container | ❌ 
Clue: Saga inevitably reduced in length once more (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Serving monarch in the resistance? (4) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Scottish style nationalist party (5) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Group captured by Philoctetes (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Adequate light (4) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: A little more tummy exposed then? (3-2) | Wordplay: ['double definition'] | Response: hidden word | ❌ 
Clue: Bones served up in mean lunch (5) | Wordplay: ['hidden word'] | Response: container | ❌ 
Clue: Something put in Christmas pudding is poisonous (3) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Extract of gum: a mild taste (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Fur stole covered up boxes (6) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 
Clue: Deepest point in Mahanadi river (5) | Wordplay: ['hidden word'] | Response: hidden word | ✅ 


Total Clues: 200
